"name","up.votes","date","n.comments","date.w","comments.share","votes.share","max.daily.comment.share","max.daily.votes.share","days.in.week"
"Ritual",26,2014-06-13,5,2014-06-08,0.0467289719626168,0.0399385560675883,0.252336448598131,0.248847926267281,7
"Trov",22,2014-06-13,4,2014-06-08,0.0373831775700935,0.0337941628264209,0.252336448598131,0.248847926267281,7
"Google World Cup trends",22,2014-06-13,0,2014-06-08,0,0.0337941628264209,0.252336448598131,0.248847926267281,7
"ReadQuick",21,2014-06-13,5,2014-06-08,0.0467289719626168,0.032258064516129,0.252336448598131,0.248847926267281,7
"Tile",19,2014-06-13,1,2014-06-08,0.00934579439252336,0.0291858678955453,0.252336448598131,0.248847926267281,7
"Pikichat",75,2014-06-13,3,2014-06-08,0.0280373831775701,0.115207373271889,0.252336448598131,0.248847926267281,7
"Marketplace Hacks",13,2014-06-13,9,2014-06-08,0.0841121495327103,0.0199692780337942,0.252336448598131,0.248847926267281,7
"BooksTo.Me",13,2014-06-13,2,2014-06-08,0.0186915887850467,0.0199692780337942,0.252336448598131,0.248847926267281,7
"#WorldCup on Twitter",11,2014-06-13,3,2014-06-08,0.0280373831775701,0.0168970814132104,0.252336448598131,0.248847926267281,7
"CapTable.IO",9,2014-06-13,0,2014-06-08,0,0.0138248847926267,0.252336448598131,0.248847926267281,7
"SickWeather",8,2014-06-13,1,2014-06-08,0.00934579439252336,0.0122887864823349,0.252336448598131,0.248847926267281,7
"Mocksy",7,2014-06-13,0,2014-06-08,0,0.010752688172043,0.252336448598131,0.248847926267281,7
"ServiceThis",13,2014-06-13,3,2014-06-08,0.0280373831775701,0.0199692780337942,0.252336448598131,0.248847926267281,7
"All Seeing Eye",6,2014-06-13,1,2014-06-08,0.00934579439252336,0.00921658986175115,0.252336448598131,0.248847926267281,7
"Mapillary",4,2014-06-13,0,2014-06-08,0,0.00614439324116743,0.252336448598131,0.248847926267281,7
"Mynt",3,2014-06-13,0,2014-06-08,0,0.00460829493087558,0.252336448598131,0.248847926267281,7
"Or̩e Pebble 2",3,2014-06-13,0,2014-06-08,0,0.00460829493087558,0.252336448598131,0.248847926267281,7
"Mentimeter",3,2014-06-13,0,2014-06-08,0,0.00460829493087558,0.252336448598131,0.248847926267281,7
"Vessyl",113,2014-06-12,19,2014-06-08,0.0791666666666667,0.106906338694418,0.141666666666667,0.106906338694418,7
"ClickHole by The Onion",95,2014-06-12,13,2014-06-08,0.0541666666666667,0.0898770104068117,0.141666666666667,0.106906338694418,7
"The News (iOS)",93,2014-06-12,30,2014-06-08,0.125,0.0879848628192999,0.141666666666667,0.106906338694418,7
"Prime Music",89,2014-06-12,34,2014-06-08,0.141666666666667,0.0842005676442762,0.141666666666667,0.106906338694418,7
"The Rap Test",55,2014-06-12,17,2014-06-08,0.0708333333333333,0.0520340586565752,0.141666666666667,0.106906338694418,7
"Captain Up",45,2014-06-12,11,2014-06-08,0.0458333333333333,0.0425733207190161,0.141666666666667,0.106906338694418,7
"PixelBlock",71,2014-06-12,12,2014-06-08,0.05,0.0671712393566698,0.141666666666667,0.106906338694418,7
"Sweetch",37,2014-06-12,10,2014-06-08,0.0416666666666667,0.0350047303689688,0.141666666666667,0.106906338694418,7
"Foap",34,2014-06-12,7,2014-06-08,0.0291666666666667,0.032166508987701,0.141666666666667,0.106906338694418,7
"Tackk",31,2014-06-12,0,2014-06-08,0,0.0293282876064333,0.141666666666667,0.106906338694418,7
"Laurel & Wolf",32,2014-06-12,3,2014-06-08,0.0125,0.0302743614001892,0.141666666666667,0.106906338694418,7
"Saucey",16,2014-06-12,6,2014-06-08,0.025,0.0151371807000946,0.141666666666667,0.106906338694418,7
"Dewey",26,2014-06-12,10,2014-06-08,0.0416666666666667,0.0245979186376537,0.141666666666667,0.106906338694418,7
"Reserve",17,2014-06-12,5,2014-06-08,0.0208333333333333,0.0160832544938505,0.141666666666667,0.106906338694418,7
"Swarm",16,2014-06-12,4,2014-06-08,0.0166666666666667,0.0151371807000946,0.141666666666667,0.106906338694418,7
"Relay Foods",16,2014-06-12,3,2014-06-08,0.0125,0.0151371807000946,0.141666666666667,0.106906338694418,7
"Vayable",14,2014-06-12,4,2014-06-08,0.0166666666666667,0.0132450331125828,0.141666666666667,0.106906338694418,7
"Trip4Real",14,2014-06-12,2,2014-06-08,0.00833333333333333,0.0132450331125828,0.141666666666667,0.106906338694418,7
"CarHero",14,2014-06-12,6,2014-06-08,0.025,0.0132450331125828,0.141666666666667,0.106906338694418,7
"Modulus",13,2014-06-12,3,2014-06-08,0.0125,0.0122989593188269,0.141666666666667,0.106906338694418,7
"Wager League",12,2014-06-12,2,2014-06-08,0.00833333333333333,0.011352885525071,0.141666666666667,0.106906338694418,7
"Guess the Nation",12,2014-06-12,1,2014-06-08,0.00416666666666667,0.011352885525071,0.141666666666667,0.106906338694418,7
"Depot",12,2014-06-12,2,2014-06-08,0.00833333333333333,0.011352885525071,0.141666666666667,0.106906338694418,7
"Sandglaz",21,2014-06-12,3,2014-06-08,0.0125,0.0198675496688742,0.141666666666667,0.106906338694418,7
"Dollar Photo Club",9,2014-06-12,0,2014-06-08,0,0.00851466414380322,0.141666666666667,0.106906338694418,7
"TaskPaper",9,2014-06-12,2,2014-06-08,0.00833333333333333,0.00851466414380322,0.141666666666667,0.106906338694418,7
"NeedleHunt",8,2014-06-12,3,2014-06-08,0.0125,0.0075685903500473,0.141666666666667,0.106906338694418,7
"Juicy Canvas",15,2014-06-12,1,2014-06-08,0.00416666666666667,0.0141911069063387,0.141666666666667,0.106906338694418,7
"Powermat",8,2014-06-12,4,2014-06-08,0.0166666666666667,0.0075685903500473,0.141666666666667,0.106906338694418,7
"Build Abroad",8,2014-06-12,1,2014-06-08,0.00416666666666667,0.0075685903500473,0.141666666666667,0.106906338694418,7
"Buy for life",7,2014-06-12,0,2014-06-08,0,0.00662251655629139,0.141666666666667,0.106906338694418,7
"Mark.My",7,2014-06-12,0,2014-06-08,0,0.00662251655629139,0.141666666666667,0.106906338694418,7
"OneFootball Brasil",7,2014-06-12,1,2014-06-08,0.00416666666666667,0.00662251655629139,0.141666666666667,0.106906338694418,7
"Bitnet",7,2014-06-12,2,2014-06-08,0.00833333333333333,0.00662251655629139,0.141666666666667,0.106906338694418,7
"TweetPing",6,2014-06-12,0,2014-06-08,0,0.00567644276253548,0.141666666666667,0.106906338694418,7
"Stik",6,2014-06-12,1,2014-06-08,0.00416666666666667,0.00567644276253548,0.141666666666667,0.106906338694418,7
"Boards",6,2014-06-12,1,2014-06-08,0.00416666666666667,0.00567644276253548,0.141666666666667,0.106906338694418,7
"VentureBeat Insight",6,2014-06-12,5,2014-06-08,0.0208333333333333,0.00567644276253548,0.141666666666667,0.106906338694418,7
"Angry Birds EPIC",6,2014-06-12,0,2014-06-08,0,0.00567644276253548,0.141666666666667,0.106906338694418,7
"BombBomb",6,2014-06-12,3,2014-06-08,0.0125,0.00567644276253548,0.141666666666667,0.106906338694418,7
"Matchfinder",5,2014-06-12,0,2014-06-08,0,0.00473036896877956,0.141666666666667,0.106906338694418,7
"Kadira",5,2014-06-12,1,2014-06-08,0.00416666666666667,0.00473036896877956,0.141666666666667,0.106906338694418,7
"Pull My Picture",5,2014-06-12,2,2014-06-08,0.00833333333333333,0.00473036896877956,0.141666666666667,0.106906338694418,7
"Recmember Me",5,2014-06-12,1,2014-06-08,0.00416666666666667,0.00473036896877956,0.141666666666667,0.106906338694418,7
"Revisions (Mac)",3,2014-06-12,0,2014-06-08,0,0.00283822138126774,0.141666666666667,0.106906338694418,7
"aIRChat",3,2014-06-12,3,2014-06-08,0.0125,0.00283822138126774,0.141666666666667,0.106906338694418,7
"The Discov3ry",3,2014-06-12,1,2014-06-08,0.00416666666666667,0.00283822138126774,0.141666666666667,0.106906338694418,7
"Fight Me",2,2014-06-12,1,2014-06-08,0.00416666666666667,0.00189214758751183,0.141666666666667,0.106906338694418,7
"LaTeX for Facebook",7,2014-06-12,0,2014-06-08,0,0.00662251655629139,0.141666666666667,0.106906338694418,7
"Openfolio",195,2014-06-11,27,2014-06-08,0.121621621621622,0.202913631633715,0.121621621621622,0.202913631633715,7
"The Noun Project",131,2014-06-11,9,2014-06-08,0.0405405405405405,0.136316337148803,0.121621621621622,0.202913631633715,7
"Standard Analytics",101,2014-06-11,4,2014-06-08,0.018018018018018,0.105098855359001,0.121621621621622,0.202913631633715,7
"Makr",62,2014-06-11,7,2014-06-08,0.0315315315315315,0.0645161290322581,0.121621621621622,0.202913631633715,7
"BlockScore",43,2014-06-11,9,2014-06-08,0.0405405405405405,0.0447450572320499,0.121621621621622,0.202913631633715,7
"Nova",36,2014-06-11,20,2014-06-08,0.0900900900900901,0.0374609781477627,0.121621621621622,0.202913631633715,7
"Fitbay (iOS)",32,2014-06-11,4,2014-06-08,0.018018018018018,0.0332986472424558,0.121621621621622,0.202913631633715,7
"Helios",30,2014-06-11,6,2014-06-08,0.027027027027027,0.0312174817898023,0.121621621621622,0.202913631633715,7
"Barber",26,2014-06-11,10,2014-06-08,0.045045045045045,0.0270551508844953,0.121621621621622,0.202913631633715,7
"The Search",25,2014-06-11,2,2014-06-08,0.00900900900900901,0.0260145681581686,0.121621621621622,0.202913631633715,7
"Stamp App ",20,2014-06-11,3,2014-06-08,0.0135135135135135,0.0208116545265349,0.121621621621622,0.202913631633715,7
"LaunchBar 6",18,2014-06-11,8,2014-06-08,0.036036036036036,0.0187304890738814,0.121621621621622,0.202913631633715,7
"Golden Hour by Exposure",18,2014-06-11,1,2014-06-08,0.0045045045045045,0.0187304890738814,0.121621621621622,0.202913631633715,7
"Shiner",18,2014-06-11,6,2014-06-08,0.027027027027027,0.0187304890738814,0.121621621621622,0.202913631633715,7
"Pints in the Sun",18,2014-06-11,6,2014-06-08,0.027027027027027,0.0187304890738814,0.121621621621622,0.202913631633715,7
"Firebug 2.0 (for Firefox)",17,2014-06-11,3,2014-06-08,0.0135135135135135,0.0176899063475546,0.121621621621622,0.202913631633715,7
"Beautiful Game",16,2014-06-11,1,2014-06-08,0.0045045045045045,0.0166493236212279,0.121621621621622,0.202913631633715,7
"MakeGamesWithUs Academy",14,2014-06-11,5,2014-06-08,0.0225225225225225,0.0145681581685744,0.121621621621622,0.202913631633715,7
"sortd",13,2014-06-11,5,2014-06-08,0.0225225225225225,0.0135275754422477,0.121621621621622,0.202913631633715,7
"Tagboard",10,2014-06-11,9,2014-06-08,0.0405405405405405,0.0104058272632674,0.121621621621622,0.202913631633715,7
"TinderUs",9,2014-06-11,15,2014-06-08,0.0675675675675676,0.00936524453694069,0.121621621621622,0.202913631633715,7
"Storj",8,2014-06-11,3,2014-06-08,0.0135135135135135,0.00832466181061394,0.121621621621622,0.202913631633715,7
"Better",8,2014-06-11,10,2014-06-08,0.045045045045045,0.00832466181061394,0.121621621621622,0.202913631633715,7
"Titan Zeus",8,2014-06-11,2,2014-06-08,0.00900900900900901,0.00832466181061394,0.121621621621622,0.202913631633715,7
"Skycatch",7,2014-06-11,1,2014-06-08,0.0045045045045045,0.0072840790842872,0.121621621621622,0.202913631633715,7
"Remember",7,2014-06-11,7,2014-06-08,0.0315315315315315,0.0072840790842872,0.121621621621622,0.202913631633715,7
"Circle",7,2014-06-11,2,2014-06-08,0.00900900900900901,0.0072840790842872,0.121621621621622,0.202913631633715,7
"Tweetstorm.io",6,2014-06-11,2,2014-06-08,0.00900900900900901,0.00624349635796046,0.121621621621622,0.202913631633715,7
"Stamplia",6,2014-06-11,0,2014-06-08,0,0.00624349635796046,0.121621621621622,0.202913631633715,7
"CookApp",5,2014-06-11,6,2014-06-08,0.027027027027027,0.00520291363163371,0.121621621621622,0.202913631633715,7
"Dark Chat",5,2014-06-11,2,2014-06-08,0.00900900900900901,0.00520291363163371,0.121621621621622,0.202913631633715,7
"Everseat",5,2014-06-11,2,2014-06-08,0.00900900900900901,0.00520291363163371,0.121621621621622,0.202913631633715,7
"Dinner Lab",5,2014-06-11,4,2014-06-08,0.018018018018018,0.00520291363163371,0.121621621621622,0.202913631633715,7
"Thinket",5,2014-06-11,1,2014-06-08,0.0045045045045045,0.00520291363163371,0.121621621621622,0.202913631633715,7
"PicLink Camera",5,2014-06-11,2,2014-06-08,0.00900900900900901,0.00520291363163371,0.121621621621622,0.202913631633715,7
"Marbel",4,2014-06-11,1,2014-06-08,0.0045045045045045,0.00416233090530697,0.121621621621622,0.202913631633715,7
"R̻ve",4,2014-06-11,3,2014-06-08,0.0135135135135135,0.00416233090530697,0.121621621621622,0.202913631633715,7
"Live stats",4,2014-06-11,1,2014-06-08,0.0045045045045045,0.00416233090530697,0.121621621621622,0.202913631633715,7
"State",3,2014-06-11,3,2014-06-08,0.0135135135135135,0.00312174817898023,0.121621621621622,0.202913631633715,7
"JS Analytics Blocker",3,2014-06-11,3,2014-06-08,0.0135135135135135,0.00312174817898023,0.121621621621622,0.202913631633715,7
"Eco-friendly products",2,2014-06-11,0,2014-06-08,0,0.00208116545265349,0.121621621621622,0.202913631633715,7
"Slated",1,2014-06-11,2,2014-06-08,0.00900900900900901,0.00104058272632674,0.121621621621622,0.202913631633715,7
"Zero to One",1,2014-06-11,5,2014-06-08,0.0225225225225225,0.00104058272632674,0.121621621621622,0.202913631633715,7
"SocialSign.in",197,2014-06-10,18,2014-06-08,0.124137931034483,0.177317731773177,0.124137931034483,0.177317731773177,7
"Landing Gear",114,2014-06-10,10,2014-06-08,0.0689655172413793,0.102610261026103,0.124137931034483,0.177317731773177,7
"Storyboard Fountain",81,2014-06-10,10,2014-06-08,0.0689655172413793,0.0729072907290729,0.124137931034483,0.177317731773177,7
"Dash for Tumblr",76,2014-06-10,8,2014-06-08,0.0551724137931034,0.0684068406840684,0.124137931034483,0.177317731773177,7
"Toastio",64,2014-06-10,15,2014-06-08,0.103448275862069,0.0576057605760576,0.124137931034483,0.177317731773177,7
"Bounce.js",62,2014-06-10,4,2014-06-08,0.0275862068965517,0.0558055805580558,0.124137931034483,0.177317731773177,7
"Pathgather",57,2014-06-10,6,2014-06-08,0.0413793103448276,0.0513051305130513,0.124137931034483,0.177317731773177,7
"Affirm",47,2014-06-10,2,2014-06-08,0.0137931034482759,0.0423042304230423,0.124137931034483,0.177317731773177,7
"to.be Camera",46,2014-06-10,14,2014-06-08,0.096551724137931,0.0414041404140414,0.124137931034483,0.177317731773177,7
"Instapio",46,2014-06-10,3,2014-06-08,0.0206896551724138,0.0414041404140414,0.124137931034483,0.177317731773177,7
"Niice Moodboards",37,2014-06-10,5,2014-06-08,0.0344827586206897,0.0333033303330333,0.124137931034483,0.177317731773177,7
"Type Sample",29,2014-06-10,4,2014-06-08,0.0275862068965517,0.0261026102610261,0.124137931034483,0.177317731773177,7
"Flaviar",27,2014-06-10,7,2014-06-08,0.0482758620689655,0.0243024302430243,0.124137931034483,0.177317731773177,7
"Creative Tim",27,2014-06-10,2,2014-06-08,0.0137931034482759,0.0243024302430243,0.124137931034483,0.177317731773177,7
"Five Labs",26,2014-06-10,8,2014-06-08,0.0551724137931034,0.0234023402340234,0.124137931034483,0.177317731773177,7
"TaskUs",25,2014-06-10,1,2014-06-08,0.00689655172413793,0.0225022502250225,0.124137931034483,0.177317731773177,7
"Grammar for Creators",21,2014-06-10,1,2014-06-08,0.00689655172413793,0.0189018901890189,0.124137931034483,0.177317731773177,7
"NoTex",18,2014-06-10,2,2014-06-08,0.0137931034482759,0.0162016201620162,0.124137931034483,0.177317731773177,7
"Weld",16,2014-06-10,1,2014-06-08,0.00689655172413793,0.0144014401440144,0.124137931034483,0.177317731773177,7
"AppCam",13,2014-06-10,3,2014-06-08,0.0206896551724138,0.0117011701170117,0.124137931034483,0.177317731773177,7
"SiestApp",13,2014-06-10,6,2014-06-08,0.0413793103448276,0.0117011701170117,0.124137931034483,0.177317731773177,7
"Useful Science",12,2014-06-10,3,2014-06-08,0.0206896551724138,0.0108010801080108,0.124137931034483,0.177317731773177,7
"The Pun Off",9,2014-06-10,1,2014-06-08,0.00689655172413793,0.0081008100810081,0.124137931034483,0.177317731773177,7
"Find it",23,2014-06-10,3,2014-06-08,0.0206896551724138,0.0207020702070207,0.124137931034483,0.177317731773177,7
"Honeywell Lyric",7,2014-06-10,2,2014-06-08,0.0137931034482759,0.0063006300630063,0.124137931034483,0.177317731773177,7
"SecureDrop",7,2014-06-10,0,2014-06-08,0,0.0063006300630063,0.124137931034483,0.177317731773177,7
"Currency Cloud",6,2014-06-10,3,2014-06-08,0.0206896551724138,0.0054005400540054,0.124137931034483,0.177317731773177,7
"Scoragora",2,2014-06-10,0,2014-06-08,0,0.0018001800180018,0.124137931034483,0.177317731773177,7
"World Around Me (WAM)",2,2014-06-10,3,2014-06-08,0.0206896551724138,0.0018001800180018,0.124137931034483,0.177317731773177,7
"Kajabi",1,2014-06-10,0,2014-06-08,0,0.0009000900090009,0.124137931034483,0.177317731773177,7
"InstaNerd",162,2014-06-09,37,2014-06-08,0.15546218487395,0.160714285714286,0.19327731092437,0.160714285714286,7
"Meeting Hero",150,2014-06-09,10,2014-06-08,0.0420168067226891,0.148809523809524,0.19327731092437,0.160714285714286,7
"Matter",87,2014-06-09,15,2014-06-08,0.0630252100840336,0.0863095238095238,0.19327731092437,0.160714285714286,7
"PaperLater",74,2014-06-09,14,2014-06-08,0.0588235294117647,0.0734126984126984,0.19327731092437,0.160714285714286,7
"Slingshot",65,2014-06-09,46,2014-06-08,0.19327731092437,0.064484126984127,0.19327731092437,0.160714285714286,7
"Brewbot",64,2014-06-09,14,2014-06-08,0.0588235294117647,0.0634920634920635,0.19327731092437,0.160714285714286,7
"RebelMouse",48,2014-06-09,11,2014-06-08,0.046218487394958,0.0476190476190476,0.19327731092437,0.160714285714286,7
"5iler",35,2014-06-09,14,2014-06-08,0.0588235294117647,0.0347222222222222,0.19327731092437,0.160714285714286,7
"Monochrome",34,2014-06-09,3,2014-06-08,0.0126050420168067,0.0337301587301587,0.19327731092437,0.160714285714286,7
"Kuhcoon",29,2014-06-09,2,2014-06-08,0.00840336134453781,0.0287698412698413,0.19327731092437,0.160714285714286,7
"Todoist",47,2014-06-09,17,2014-06-08,0.0714285714285714,0.0466269841269841,0.19327731092437,0.160714285714286,7
"Televisor",15,2014-06-09,3,2014-06-08,0.0126050420168067,0.0148809523809524,0.19327731092437,0.160714285714286,7
"Dinner time",14,2014-06-09,3,2014-06-08,0.0126050420168067,0.0138888888888889,0.19327731092437,0.160714285714286,7
"Coin Out",14,2014-06-09,7,2014-06-08,0.0294117647058824,0.0138888888888889,0.19327731092437,0.160714285714286,7
"Secret Dens",14,2014-06-09,9,2014-06-08,0.0378151260504202,0.0138888888888889,0.19327731092437,0.160714285714286,7
"Owletter",14,2014-06-09,4,2014-06-08,0.0168067226890756,0.0138888888888889,0.19327731092437,0.160714285714286,7
"MeetEarnest",13,2014-06-09,2,2014-06-08,0.00840336134453781,0.0128968253968254,0.19327731092437,0.160714285714286,7
"Cheers",12,2014-06-09,6,2014-06-08,0.0252100840336134,0.0119047619047619,0.19327731092437,0.160714285714286,7
"Elto",10,2014-06-09,0,2014-06-08,0,0.00992063492063492,0.19327731092437,0.160714285714286,7
"Unread for iPad",10,2014-06-09,2,2014-06-08,0.00840336134453781,0.00992063492063492,0.19327731092437,0.160714285714286,7
"Hiku",10,2014-06-09,5,2014-06-08,0.0210084033613445,0.00992063492063492,0.19327731092437,0.160714285714286,7
"XHTMLized",9,2014-06-09,2,2014-06-08,0.00840336134453781,0.00892857142857143,0.19327731092437,0.160714285714286,7
"LoopPay",9,2014-06-09,4,2014-06-08,0.0168067226890756,0.00892857142857143,0.19327731092437,0.160714285714286,7
"Punchh",8,2014-06-09,0,2014-06-08,0,0.00793650793650794,0.19327731092437,0.160714285714286,7
"The Toilet Paper",7,2014-06-09,1,2014-06-08,0.00420168067226891,0.00694444444444444,0.19327731092437,0.160714285714286,7
"Wedoist",6,2014-06-09,1,2014-06-08,0.00420168067226891,0.00595238095238095,0.19327731092437,0.160714285714286,7
"Cropfection",11,2014-06-09,2,2014-06-08,0.00840336134453781,0.0109126984126984,0.19327731092437,0.160714285714286,7
"TrackR bravo",5,2014-06-09,0,2014-06-08,0,0.00496031746031746,0.19327731092437,0.160714285714286,7
"Hotel Near Me",5,2014-06-09,0,2014-06-08,0,0.00496031746031746,0.19327731092437,0.160714285714286,7
"Weio",5,2014-06-09,1,2014-06-08,0.00420168067226891,0.00496031746031746,0.19327731092437,0.160714285714286,7
"Transfix",4,2014-06-09,0,2014-06-08,0,0.00396825396825397,0.19327731092437,0.160714285714286,7
"SnapKnot",4,2014-06-09,0,2014-06-08,0,0.00396825396825397,0.19327731092437,0.160714285714286,7
"Triblio",4,2014-06-09,0,2014-06-08,0,0.00396825396825397,0.19327731092437,0.160714285714286,7
"Cliff Horse",4,2014-06-09,1,2014-06-08,0.00420168067226891,0.00396825396825397,0.19327731092437,0.160714285714286,7
"loveflutter",3,2014-06-09,1,2014-06-08,0.00420168067226891,0.00297619047619048,0.19327731092437,0.160714285714286,7
"Openbay",3,2014-06-09,1,2014-06-08,0.00420168067226891,0.00297619047619048,0.19327731092437,0.160714285714286,7
"Card",117,2014-06-08,10,2014-06-08,0.116279069767442,0.230769230769231,0.209302325581395,0.230769230769231,7
"Tattoo Hero",50,2014-06-08,8,2014-06-08,0.0930232558139535,0.0986193293885602,0.209302325581395,0.230769230769231,7
"Little Pork Chop",51,2014-06-08,18,2014-06-08,0.209302325581395,0.100591715976331,0.209302325581395,0.230769230769231,7
"Concert Window",46,2014-06-08,8,2014-06-08,0.0930232558139535,0.0907297830374754,0.209302325581395,0.230769230769231,7
"Hullabalu",94,2014-06-08,3,2014-06-08,0.0348837209302326,0.185404339250493,0.209302325581395,0.230769230769231,7
"Nutmeg",28,2014-06-08,15,2014-06-08,0.174418604651163,0.0552268244575937,0.209302325581395,0.230769230769231,7
"Swift Weekly",20,2014-06-08,1,2014-06-08,0.0116279069767442,0.0394477317554241,0.209302325581395,0.230769230769231,7
"Screenleap",14,2014-06-08,0,2014-06-08,0,0.0276134122287968,0.209302325581395,0.230769230769231,7
"Aptible",12,2014-06-08,0,2014-06-08,0,0.0236686390532544,0.209302325581395,0.230769230769231,7
"Dineserve",12,2014-06-08,7,2014-06-08,0.0813953488372093,0.0236686390532544,0.209302325581395,0.230769230769231,7
"TurtleCell",10,2014-06-08,2,2014-06-08,0.0232558139534884,0.019723865877712,0.209302325581395,0.230769230769231,7
"miCoach Smart Soccer Ball",10,2014-06-08,6,2014-06-08,0.0697674418604651,0.019723865877712,0.209302325581395,0.230769230769231,7
"Cookbook Create",9,2014-06-08,0,2014-06-08,0,0.0177514792899408,0.209302325581395,0.230769230769231,7
"How are you?",9,2014-06-08,0,2014-06-08,0,0.0177514792899408,0.209302325581395,0.230769230769231,7
"Onstaged",9,2014-06-08,1,2014-06-08,0.0116279069767442,0.0177514792899408,0.209302325581395,0.230769230769231,7
"AnyRoad",7,2014-06-08,1,2014-06-08,0.0116279069767442,0.0138067061143984,0.209302325581395,0.230769230769231,7
"GifYogurt",5,2014-06-08,1,2014-06-08,0.0116279069767442,0.00986193293885602,0.209302325581395,0.230769230769231,7
"Flash Me Find Me",4,2014-06-08,5,2014-06-08,0.0581395348837209,0.00788954635108481,0.209302325581395,0.230769230769231,7
"Linkydink",66,2014-06-07,8,2014-06-01,0.210526315789474,0.309859154929577,0.210526315789474,0.309859154929577,7
"Beyond Pricing",42,2014-06-07,7,2014-06-01,0.184210526315789,0.197183098591549,0.210526315789474,0.309859154929577,7
"Ringo",19,2014-06-07,5,2014-06-01,0.131578947368421,0.0892018779342723,0.210526315789474,0.309859154929577,7
"Bonfire",18,2014-06-07,2,2014-06-01,0.0526315789473684,0.0845070422535211,0.210526315789474,0.309859154929577,7
"Spor",16,2014-06-07,2,2014-06-01,0.0526315789473684,0.0751173708920188,0.210526315789474,0.309859154929577,7
"RapChat",14,2014-06-07,4,2014-06-01,0.105263157894737,0.0657276995305164,0.210526315789474,0.309859154929577,7
"Plentific",12,2014-06-07,1,2014-06-01,0.0263157894736842,0.0563380281690141,0.210526315789474,0.309859154929577,7
"Json resume",7,2014-06-07,1,2014-06-01,0.0263157894736842,0.0328638497652582,0.210526315789474,0.309859154929577,7
"UsersThink",7,2014-06-07,2,2014-06-01,0.0526315789473684,0.0328638497652582,0.210526315789474,0.309859154929577,7
"Calendaz",6,2014-06-07,1,2014-06-01,0.0263157894736842,0.028169014084507,0.210526315789474,0.309859154929577,7
"Networkr",4,2014-06-07,4,2014-06-01,0.105263157894737,0.0187793427230047,0.210526315789474,0.309859154929577,7
"Xpire ",2,2014-06-07,1,2014-06-01,0.0263157894736842,0.00938967136150235,0.210526315789474,0.309859154929577,7
"Kidpost",96,2014-06-06,13,2014-06-01,0.0787878787878788,0.115384615384615,0.151515151515152,0.115384615384615,7
"Boatbound",78,2014-06-06,16,2014-06-01,0.096969696969697,0.09375,0.151515151515152,0.115384615384615,7
"FullContact API",54,2014-06-06,1,2014-06-01,0.00606060606060606,0.0649038461538462,0.151515151515152,0.115384615384615,7
"Lima",54,2014-06-06,3,2014-06-01,0.0181818181818182,0.0649038461538462,0.151515151515152,0.115384615384615,7
"Gmail Offline",52,2014-06-06,4,2014-06-01,0.0242424242424242,0.0625,0.151515151515152,0.115384615384615,7
"Headspace",46,2014-06-06,4,2014-06-01,0.0242424242424242,0.0552884615384615,0.151515151515152,0.115384615384615,7
"Vibe API",78,2014-06-06,22,2014-06-01,0.133333333333333,0.09375,0.151515151515152,0.115384615384615,7
"The Happy Crate",40,2014-06-06,25,2014-06-01,0.151515151515152,0.0480769230769231,0.151515151515152,0.115384615384615,7
"Ocean Cleanup",25,2014-06-06,3,2014-06-01,0.0181818181818182,0.0300480769230769,0.151515151515152,0.115384615384615,7
"Graph Search",20,2014-06-06,2,2014-06-01,0.0121212121212121,0.0240384615384615,0.151515151515152,0.115384615384615,7
"Dasher",19,2014-06-06,8,2014-06-01,0.0484848484848485,0.0228365384615385,0.151515151515152,0.115384615384615,7
"Herenow",19,2014-06-06,8,2014-06-01,0.0484848484848485,0.0228365384615385,0.151515151515152,0.115384615384615,7
"AirType",17,2014-06-06,4,2014-06-01,0.0242424242424242,0.0204326923076923,0.151515151515152,0.115384615384615,7
"Pixel Winch",17,2014-06-06,1,2014-06-01,0.00606060606060606,0.0204326923076923,0.151515151515152,0.115384615384615,7
"App in the Air",17,2014-06-06,1,2014-06-01,0.00606060606060606,0.0204326923076923,0.151515151515152,0.115384615384615,7
"Go Native",16,2014-06-06,2,2014-06-01,0.0121212121212121,0.0192307692307692,0.151515151515152,0.115384615384615,7
"Warranty Genius",14,2014-06-06,2,2014-06-01,0.0121212121212121,0.0168269230769231,0.151515151515152,0.115384615384615,7
"Status Board",13,2014-06-06,4,2014-06-01,0.0242424242424242,0.015625,0.151515151515152,0.115384615384615,7
"Fresh Nation",12,2014-06-06,3,2014-06-01,0.0181818181818182,0.0144230769230769,0.151515151515152,0.115384615384615,7
"BitesizePR",10,2014-06-06,0,2014-06-01,0,0.0120192307692308,0.151515151515152,0.115384615384615,7
"iSeeCars",9,2014-06-06,0,2014-06-01,0,0.0108173076923077,0.151515151515152,0.115384615384615,7
"Tradewave",9,2014-06-06,3,2014-06-01,0.0181818181818182,0.0108173076923077,0.151515151515152,0.115384615384615,7
"RecruitLoop",9,2014-06-06,3,2014-06-01,0.0181818181818182,0.0108173076923077,0.151515151515152,0.115384615384615,7
"Torchpad",9,2014-06-06,2,2014-06-01,0.0121212121212121,0.0108173076923077,0.151515151515152,0.115384615384615,7
"Early Adopter Network",25,2014-06-06,4,2014-06-01,0.0242424242424242,0.0300480769230769,0.151515151515152,0.115384615384615,7
